,증권사,제목,링크,코드,위험군,펀드규모,3개월 수익률
138,신한투자증권,우리하이플러스단기우량ESG채권증권자투자신탁1호[채권],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2055201&menuId=10205022&tabIdx=,(C-e),낮은위험, 11900000000	 ,0.69%
139,신한투자증권,우리하이플러스단기우량ESG채권증권자투자신탁1호[채권],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2055200&menuId=10205022&tabIdx=,(C),낮은위험, 11900000000	 ,0.67%
140,신한투자증권,우리지속가능ESG1[주식],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2037301&menuId=10205022&tabIdx=,(B),높은위험, 13400000000	 ,-3.49%
141,신한투자증권,우리지속가능ESG1[주식],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2037300&menuId=10205022&tabIdx=,(A),높은위험, 13400000000	 ,-3.57%
142,신한투자증권,한국투자크레딧포커스ESG증권자투자신탁1호[채권],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2034102&menuId=10205022&tabIdx=,(C-e),낮은위험, 436500000000	 ,0.84%
143,신한투자증권,한국투자크레딧포커스ESG증권자투자신탁1호[채권],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2034101&menuId=10205022&tabIdx=,(C),낮은위험, 436500000000	 ,0.82%
144,신한투자증권,한국투자크레딧포커스ESG증권자투자신탁1호[채권],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2034100&menuId=10205022&tabIdx=,(A),낮은위험, 436500000000	 ,0.82%
145,신한투자증권,한국투자크레딧포커스증권자ESG1호[채권],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2034106&menuId=10205022&tabIdx=,(A-e),낮은위험, 436500000000	 ,0.85%
146,신한투자증권,한국밸류지속성장ESG증권자투자신탁[주식],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2112100&menuId=10205022&tabIdx=,(C-P),높은위험, 22800000000	 ,4.05%
147,신한투자증권,한국밸류지속성장ESG증권자투자신탁[주식],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2112101&menuId=10205022&tabIdx=,(C-Pe),높은위험, 22800000000	 ,4.18%
148,신한투자증권,신한글로벌지속가능경영ESG증권투자신탁(H)[주식혼합-재간접형],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2127700&menuId=10205022&tabIdx=,(A1),다소높은위험, 17100000000	 ,-5.71%
149,신한투자증권,한국투자e단기채ESG증권투자신탁[채권],https://www.shinhansec.com/siw/wealth-management/fund/599001/view.do?fund_code=2095400&menuId=10205022&tabIdx=,(C),낮은위험, 145300000000	 ,0.87%
