point,title,market
10 %, 약용작물류-망초, 로컬푸드 직매장
10 %, 약용작물류-대마, 로컬푸드 직매장
10 %, 약용작물류-초석잠, 로컬푸드 직매장
10 %, 약용작물류-헛개나무, 로컬푸드 직매장
10 %, 약용작물류-저근백피, 로컬푸드 직매장
10 %, 약용작물류-인삼, 로컬푸드 직매장
10 %, 약용작물류-울금, 로컬푸드 직매장
10 %, 약용작물류-선인장, 로컬푸드 직매장
10 %, 약용작물류-백합, 로컬푸드 직매장
360 P, 메론(무농약)/1입/통/특, 하나로마트
420 P, 토마토(친환경)/3kg/박스/특/건강과일, 하나로마트
360 P, 흑토마토(유기농)1kg/팩/특, 하나로마트
250 P, 대추방울토마토(무농약)/1kg/팩/특, 이마트/ 하나로마트
460 P, 노랑대추방울토마토(친환경)/1.5kg/박스/특, 하나로마트
2240 P, 사과(저탄소/데일리)/2.5kg/박스/특, 하나로마트
4190 P, 딱딱한복숭아(저탄소/3kg/10내/국산), 하나로마트
600 P, 꽃이피는아침 주방세제 500g, 자연과함께
470 P, 우리아이입안애유기농쌀, 초록마을
120 P, 무농약이상_세발나물200g, 초록마을
190 P, 무농약이상_파프리카, 초록마을
110 P, 무농약이상_청양고추, 초록마을
130 P, 무농약이상_풋고추, 초록마을
230 P, 무농약이상_브로콜리, 초록마을
190 P, 무농약이상_오이, 초록마을
190 P, 유기농녹즙신선초, 초록마을
190 P, 유기농녹즙케일, 초록마을
170 P, 무농약이상_애호박, 초록마을
5450 P, 유기농명품혼합과일세트, 초록마을
5450 P, 유기농명품사과세트, 초록마을
160 P, 무농약이상_양배추, 초록마을
190 P, 무농약이상_양배추, 초록마을
340 P, 무농약이상_통우엉, 초록마을
90 P, 무농약이상_유채나물(하루나), 초록마을
190 P, 무농약이상_남해초, 초록마을
420 P, 무농약이상_양파, 초록마을
1490 P, 유기농 잣, 이마트
740 P, 무농약 국산조각호두, 이마트
890 P, 무농약 잣, 이마트
6470 P, 잣호두 선물세트2호, 두레생협
680 P, (햇)씨째먹는 건포도(130g/무농약), 두레생협
800 P, 볶은 해바라기씨(170g/무농약), 두레생협
2070 P, 저탄소인증 부드러운복숭아(5~6입/팩), 이마트
640 P, 친환경 메론(2입/소과/봉), 이마트
240 P, 친환경 대추방울토마토(1kg/팩), 이마트
140 P, 친환경 부추(봉), 이마트
590 P, 친환경 감자 2kg/박스, 이마트
120 P, 친환경백오이 2입, 이마트
140 P, 친환경 브로커리(봉), 이마트
290 P, 유기농 화이트 아스파라거스, 이마트
140 P, 무농약 파프리카(1입), 이마트
170 P, 친환경양배추(조각), 이마트
60 P, 행복 채소(풋고추/150g), 두레생협
440 P, [친환경]친환경 제주 블루베리(유기농/280g), 올가홀푸드
340 P, 뿌리또 친환경 이중 지퍼백 15매 25*30CM, 래딕스글로비즈
230 P, 뿌리또 친환경 이중 지퍼백 15매 18*20CM, 래딕스글로비즈
2380 P, 뿌리또 친환경 종이컵 184ml 1000p, 래딕스글로비즈
150 P, 뿌리또 친환경 종이컵 340ml 10개입, 래딕스글로비즈
130 P, 뿌리또 친환경 종이컵 184ml 25개입, 래딕스글로비즈
530 P, 뿌리또 친환경 종이호일 30cm*20m, 래딕스글로비즈
370 P, 뿌리또 친환경 위생장갑 100매, 래딕스글로비즈
420 P, 뿌리또 친환경 위생백 100BAGS 30X45CM, 래딕스글로비즈
300 P, 뿌리또 친환경 위생백 100BAGS 25X35CM, 래딕스글로비즈
200 P, 뿌리또 친환경 위생백 100BAGS 17X25CM, 래딕스글로비즈
530 P, 뿌리또 친환경 랩 30cm * 50m, 래딕스글로비즈
430 P, 뿌리또 친환경 랩 20cm * 50m, 래딕스글로비즈
1770 P, 데코 점보롤 500M 1겹, 한아름산업
90 P, 유기농콩으로키운콩나물, 초록마을
120 P, 무농약숙주나물, 초록마을
840 P, 한눈에 반한 딸기(무농약이상/900g), 올가홀푸드
640 P, [친환경]햇수미감자(친환경/3kg), 올가홀푸드
590 P, 딸기(무농약/480g), 올가홀푸드
280 P, 샘표 유기농 자연콩간장 500ml, 이마트
490 P, 친환경 제주 레몬(무농약/3입), 올가홀푸드
600 P, 유기농 친환경 사과식초 허니 500ml, 올가홀푸드
470 P, 그린앤블랙 유기농코코아 125g, 올가홀푸드
420 P, 유기농 티딩 비스킷, 올가홀푸드
410 P, 유기찰수수(미숫가루)1kg, 올가홀푸드
350 P, 유기백태(미숫가루)1kg, 올가홀푸드
40 P, 맛타리100g(무농약), 올가홀푸드
60 P, 새송이100g(무농약), 올가홀푸드
1790 P, 저탄소인증 햇사과(4-6입/봉), 이마트
470 P, 유기농 제스프리 썬골드키위(팩), 이마트
190 P, 무농약 단호박(통), 이마트
140 P, 무농약 깐양파, 이마트
1040 P, 저탄소인증 신비복숭아 (5~6입), 이마트
1040 P, 저탄소인증 신비복숭아(5~6입/팩), 이마트
1620 P, 저탄소인증 사과(특/2입팩), 이마트
1490 P, 저탄소인증 천도복숭아(오월도/팩), 이마트
1190 P, 저탄소인증 국산체리(팩), 이마트
240 P, 무농약 초당옥수수 (2입), 이마트
1480 P, 저탄소인증 당도선별 성주참외(봉), 이마트
3280 P, 저탄소인증 대소꿀수박(9kg), 이마트
3130 P, 저탄소인증 대소꿀수박(8kg), 이마트
2980 P, 저탄소인증 대소꿀수박(7kg), 이마트
290 P, 유기농 듬뿍 담은 표고버섯, 이마트
1630 P, 저탄소인증 마음이 예쁜 성주참외(봉), 이마트
140 P, 유기농 명이나물, 이마트
90 P, 친환경 한끼 양파 (2입), 이마트
1410 P, 저탄소인증 천혜향(4입/팩), 이마트
140 P, 유기농순작보리차300g(티백), 이마트
110 P, 유기순작보리차500g(알곡), 이마트
120 P, 유기 순작 첫 보리차160g(티백), 이마트
600 P, 기장(무농약/500g), 올가홀푸드
300 P, 토미 점보롤 300m, 동방제지
90 P, 토미 페이퍼타올 100매, 동방제지
360 P, 토미 점보롤 500m, 동방제지
570 P, 찹쌀백미(2kg/유기/햇살처럼아이처럼), 두레생협
150 P, 가지(2입/무농약), 두레생협
450 P, 쑥소쿰 세탁세제 일반/드럼겸용 1.6 L 리필, 네이처홀드
780 P, 쑥소쿰 세탁세제 일반/드럼겸용 1.8 L 용기, 네이처홀드
370 P, 쑥소쿰 주방세제 1.2 L 리필, 네이처홀드
670 P, 쑥소쿰 주방세제 750 mL용기, 네이처홀드
490 P, 뉴질랜드 골드키위(유기농/4~5입), 올가홀푸드
340 P, 뉴질랜드 그린키위(유기농/4~5입), 올가홀푸드
1190 P, 유기농 대왕님표진상쌀4kg, 이마트
60 P, 순 유기농 바나나(2입/봉), 이마트
240 P, 순 유기농 바나나(봉), 이마트
120 P, 베베숲 네이처 제로[70매/ 캡], 에이제이
120 P, 베베숲 네이처 골드[60매/ 캡], 에이제이
120 P, 베베숲 네이처 센시티브[70매/ 캡], 에이제이
160 P, 냉동 유기농 다진당근 100g, 이마트
110 P, 알로에(친환경/베라)1개/랩/특/특품, 하나로마트
4090 P, 사과(저탄소)5kg/18내/특/비닐창/국산, 하나로마트
1480 P, 사과(저탄소)/3입/팩/특/국산, 하나로마트
8580 P, 배(저탄소)/7.5kg/10내/박스/특, 하나로마트
1670 P, 배(저탄소)/3입/팩/특, 하나로마트
7800 P, 배(저탄소)/7.5kg/12내/박스/특, 하나로마트
9360 P, 혼합세트1호(저탄소)/배6사과7/박스/특, 하나로마트
640 P, 블루베리(친환경/블루베리)/350g/특/팩, 하나로마트
290 P, 포도(무농약/켐벨)/2~3입/팩/특/국산, 하나로마트
560 P, 블루베리(친환경/블루베리)/500g/특/13, 하나로마트
510 P, 사과(친환경)/3kg/15내/박스/국산, 하나로마트
5940 P, 배(유기농)/15kg/20내/특, 하나로마트
1110 P, 건오미자(200g/무농약), 두레생협
120 P, 무농약이상_상추, 초록마을
110 P, 무농약이상_쑥갓, 초록마을
100 P, 무농약이상_청경채, 초록마을
240 P, 무농약쑥, 초록마을
1900 P, 수승대무농약우렁이쌀(10kg), 이마트
1090 P, 수승대무농약우렁이쌀(4kg), 이마트
890 P, 무농약 꿀밤 군고구마 말랭이5입 325g, 이마트
890 P, 무농약 호박 군고구마 말랭이5입 325g, 이마트
220 P, 무농약 쌀로 만든 고구마 누룽지 바삭해칩, 이마트
220 P, 무농약 쌀로 만든 현미 누룽지 바삭해칩, 이마트
220 P, 무농약 쌀로 만든 감자 누룽지 바삭해칩, 이마트
190 P, 무농약 호박 군고구마 말랭이 65g, 이마트
190 P, 무농약 꿀밤 군고구마 말랭이 65g, 이마트
1650 P, 두레 가을배(2kg), 두레생협
80 P, 생곤드레나물(200g/무농약), 두레생협
830 P, 못난이 생유자(3kg/무농약), 두레생협
620 P, 수수(500g/유기), 두레생협
9460 P, 두레 배1호, 두레생협
3000 P, 머스크메론 선물세트 2호, 두레생협
320 P, 토마토(1kg/무농약), 두레생협
180 P, 한입밤고구마(1kg/무농약), 두레생협
570 P, 무농약 천혜향(1kg), 두레생협
410 P, 친환경 귤(2kg), 두레생협
110 P, 팽이버섯(450g/무농약), 두레생협
40 P, 팽이버섯(150g/무농약), 두레생협
1810 P, 건구기자(300g/무농약), 두레생협
1530 P, 사과(3개/제수용), 두레생협
1390 P, 아이스블루베리(1kg/유기), 두레생협
160 P, 밤고구마(1kg/무농약/원주)), 두레생협
1840 P, 현미(8kg/유기), 두레생협
900 P, 꽃이피는아침 주방세제 2kg, 자연과함께
490 P, 무농약토마토, 초록마을
580 P, 들깨(300g/유기), 두레생협
500 P, 햇들깨(300g/무농약), 두레생협
1270 P, 무농약 수박(중/6~7kg), 두레생협
1100 P, 무농약 수박(소/5~6kg), 두레생협
650 P, 유기농야무진알밤, 초록마을
740 P, 무농약이상_토마토, 초록마을
170 P, 무농약이상_냉이100g, 초록마을
260 P, 무농약이상_우엉, 초록마을
300 P, 무농약이상_포항초, 초록마을
2450 P, 무농약골드키위세트, 초록마을
440 P, 무농약이상_호박고구마, 초록마을
190 P, 무농약이상_달래(흙), 초록마을
160 P, 무농약이상_브로콜리, 초록마을
240 P, 무농약이상_쪽파, 초록마을
400 P, 무농약이상_쌈배추, 초록마을
180 P, 무농약이상_피망, 초록마을
100 P, 무농약이상_비타민, 초록마을
140 P, 무농약이상_근대, 초록마을
250 P, 무농약이상_미나리300g, 초록마을
160 P, 무농약이상_시금치, 초록마을
110 P, 무농약이상_쑥갓, 초록마을
340 P, 유기농밤고구마, 초록마을
200 P, 무농약이상_감자, 초록마을
190 P, 무농약이상_오이, 초록마을
120 P, 무농약이상_대파, 초록마을
160 P, 무농약이상_양배추, 초록마을
170 P, 무농약이상_애호박, 초록마을
160 P, 무농약이상_꽈리고추, 초록마을
110 P, 무농약이상_청양고추, 초록마을
130 P, 무농약이상_풋고추, 초록마을
670 P, 가지말림대용량(500g/무농약), 두레생협
10 %, 약용작물류-무화과, 로컬푸드 직매장
10 %, 약용작물류-강황, 로컬푸드 직매장
10 %, 약용작물류-감초, 로컬푸드 직매장
10 %, 약용작물류-전호, 로컬푸드 직매장
10 %, 약용작물류-우슬, 로컬푸드 직매장
10 %, 약용작물류-산초, 로컬푸드 직매장
10 %, 약용작물류-어성초, 로컬푸드 직매장
10 %, 약용작물류-삼백초, 로컬푸드 직매장
10 %, 약용작물류-칡, 로컬푸드 직매장
10 %, 약용작물류-옻, 로컬푸드 직매장
10 %, 약용작물류-삼지구엽초, 로컬푸드 직매장
10 %, 약용작물류-익모초, 로컬푸드 직매장
10 %, 약용작물류-박하, 로컬푸드 직매장
10 %, 약용작물류-구절초, 로컬푸드 직매장
10 %, 약용작물류-오가피, 로컬푸드 직매장
10 %, 약용작물류-두충, 로컬푸드 직매장
10 %, 약용작물류-복분자, 로컬푸드 직매장
10 %, 약용작물류-오미자, 로컬푸드 직매장
10 %, 약용작물류-산수유, 로컬푸드 직매장
10 %, 약용작물류-구기자, 로컬푸드 직매장
10 %, 약용작물류-산양삼, 로컬푸드 직매장
10 %, 약용작물류-삽주, 로컬푸드 직매장
10 %, 약용작물류-기타, 로컬푸드 직매장
10 %, 난류-파피오페딜리움, 로컬푸드 직매장
10 %, 난류-심비디움, 로컬푸드 직매장
10 %, 난류-동양란, 로컬푸드 직매장
10 %, 난류-덴파레, 로컬푸드 직매장
10 %, 초화류-기타, 로컬푸드 직매장
10 %, 초화류-튜울립, 로컬푸드 직매장
10 %, 초화류-채소, 로컬푸드 직매장
10 %, 초화류-비올라, 로컬푸드 직매장
10 %, 초화류-아이비, 로컬푸드 직매장
1110 P, 무농약 잣(100g), 두레생협
1140 P, 유기농 잣(100g), 두레생협
470 P, 유기농 볶은알땅콩(200g), 두레생협
470 P, 국산 통호두(무농약/80g), 올가홀푸드
850 P, 무농약 조각호두(100g), 두레생협
160 P, 무농약이상_시금치, 초록마을
460 P, 유기농발아현미, 초록마을
570 P, 유기농발아찰현미, 초록마을
490 P, [친환경]블루베리(무농약/250g), 올가홀푸드
10500 P, 자연벽지6002, 에덴바이오벽지
10500 P, 자연벽지6004, 에덴바이오벽지
20250 P, 소나무황토벽지2211, 에덴바이오벽지
20250 P, 소나무황토벽지2203, 에덴바이오벽지
20250 P, 소나무황토벽지2205, 에덴바이오벽지
20250 P, 소나무황토벽지2212, 에덴바이오벽지
20250 P, 소나무황토벽지2244, 에덴바이오벽지
20250 P, 소나무황토벽지2238, 에덴바이오벽지
10500 P, 자연벽지6001, 에덴바이오벽지
24000 P, 삼림욕벽지 NO.3005, 에덴바이오벽지
15000 P, 참솔벽지2867, 에덴바이오벽지
15000 P, 참솔벽지2874, 에덴바이오벽지
15000 P, 참솔벽지2861, 에덴바이오벽지
15000 P, 참솔벽지2857, 에덴바이오벽지
15000 P, 산소벽지 NO.5408, 에덴바이오벽지
15000 P, 산소벽지 NO.5406, 에덴바이오벽지
15000 P, 산소벽지 NO.5405, 에덴바이오벽지
15000 P, 산소벽지 NO.5404, 에덴바이오벽지
15000 P, 산소벽지 NO.5403, 에덴바이오벽지
15000 P, 산소 벽지 NO.5401, 에덴바이오벽지
20250 P, 소나무황토벽지 NO.2203, 에덴바이오벽지
20250 P, 소나무황토벽지 NO.2212, 에덴바이오벽지
20250 P, 소나무황토벽지 NO.2211, 에덴바이오벽지
290 P, 국산 그린키위(무농약/9입), 올가홀푸드
490 P, 국산 그린키위(무농약/5입), 올가홀푸드
80 P, 세발나물(친환경/100g), 올가홀푸드
740 P, 올가 깐녹두가루(유기농/300g), 올가홀푸드
390 P, 유기농 볶은콩가루(유기농/250g), 올가홀푸드
390 P, 유기농 날콩가루(유기농/250g), 올가홀푸드
270 P, 유기농 현미가루(유기농/350g), 올가홀푸드
230 P, 올가 찹쌀가루(유기농/300g), 올가홀푸드
270 P, 유기농 볶은현미가루(유기농/250g), 올가홀푸드
220 P, 올가 쌀가루(유기농/300g), 올가홀푸드
90 P, 보리순(무농약/100g), 올가홀푸드
640 P, 고춧가루(유기농/160g)_보통맛, 올가홀푸드
820 P, 친환경 싹3 600g, 퍼펙트코리아
10720 P, 친환경 싹3 10kg, 퍼펙트코리아
100 P, 맑은농장 유기농 진한우엉차500ml, 올가홀푸드
90 P, 맑은농장 유기농 진한보리차500ml, 올가홀푸드
2700 P, 중질지 A4 70g(중질지), 카리타스보호작업장
3070 P, 담음 A4 75g(친환경), 카리타스보호작업장
5400 P, 포카포카 점보롤 300m 2겹, 카리타스보호작업장
70 P, 유기순현미보리차, 이마트
120 P,에코소랑 핸드타올,에코소랑
5800 P,에코소랑 점보롤화장지(300m), 에코소랑
310 P,에코소랑 점보롤화장지(500m), 에코소랑
720 P,에코소랑 두루마리 화장지(70m), 에코소랑
150 P, 친환경종이컵(290cc*20개), 성은바이오
120 P, 친환경 용기(520CC*10개), 성은바이오
1120 P, 에코띠끄 허니소프넛 주방세제 500ml, 에코띠끄코리아
900 P, 에코띠끄 오렌지오일 주방세제(리필용) 500ml, 에코띠끄코리아
600 P, 에코띠끄 오렌지오일 주방세제(리필용) 300ml, 에코띠끄코리아
1240 P, 에코띠끄 오렌지오일 주방세제 500ml(특판), 에코띠끄코리아
1300 P, 큐원 흑설탕[15kg], 삼양사
110 P, 큐원 흑설탕[1kg], 삼양사
3870 P, 큐원 갈색설탕[15kg], 삼양사
790 P, 큐원 갈색설탕[3kg], 삼양사
110 P, 큐원 갈색설탕[1kg], 삼양사
3150 P, 큐원 하얀설탕[15kg], 삼양사
820 P, 큐원 하얀설탕[3kg], 삼양사
290 P, 큐원 하얀설탕[1kg], 삼양사
690 P, 햇반 유기농쌀밥 210g*12개입, 이마트
240 P, 햇반 유기농쌀밥 130g*3입, 이마트
300 P, 참그린 녹차 뽀드득 300g(용기), 라이온코리아
1990 P, 참그린 녹차 뽀드득 4kg 용기, 라이온코리아
300 P, 참그린 녹차 뽀드득 300g(리필), 라이온코리아
890 P, 참그린 녹차 1kg 펌프, 라이온코리아
640 P, 참그린 녹차 1.4L, 라이온코리아
730 P, 참그린 녹차 뽀드득 1.2kg(리필), 라이온코리아
130 P, 유기농 CJ햇반210g, 이마트
320 P, 백설 갈색설탕[3kg], 씨제이제일제당
320 P, 백설 하얀설탕[3kg], 씨제이제일제당
120 P, 백설 갈색설탕[1kg], 씨제이제일제당
120 P, 백설 하얀설탕[1kg], 씨제이제일제당
670 P, 참그린 녹차 뽀드득 800g(리필), 라이온코리아
360 P, 유기순작고소한메밀차80T, 이마트
200 P, 유기순작고소한메밀차40T, 이마트
410 P, 유기순작옥수수수염차80T, 이마트
150 P, 유기순작고소한메밀차200g, 이마트
110 P, 유기순작옥수수차500g(알곡), 이마트
220 P, 유기순작옥수수차1kg(알곡), 이마트
140 P, 유기순작옥수수300g(티백), 이마트
1330 P, 자연퐁 뿌려쓰는 주방세제 레몬향, 엘지생활건강
1270 P, 유기농영동조각호두, 초록마을
2220 P, 백미(10kg/유기/햇살처럼아이처럼), 두레생협
14620 P, 배(저탄소)/15kg/22과/특, 하나로마트
5520 P, 배(유기농)/15kg/30내/특, 하나로마트
5850 P, 배(유기농)/15kg/35내/특, 하나로마트
840 P, 배(유기농)/3입/팩/특, 하나로마트
550 P, 배(친환경)/2~3입/봉/특, 하나로마트
1100 P, 사과(유기농)/2.3kg/박스/특/국산, 하나로마트
350 P, 사과(유기농)/3입/팩/특/국산, 하나로마트
90 P, 상추(친환경/삼색상추)150g/봉, 하나로마트
4030 P, 곶감(친환경)/2kg/박스/특/국산, 하나로마트
20 P, 새싹채소(친환경/무순)50g/팩/식자재, 하나로마트
370 P, 황금향(친환경)1.3kg/봉지/특, 하나로마트
710 P, 황금향(친환경)2kg/박스/특, 하나로마트
160 P, 연근(친환경/연근채)250g/특/봉지, 하나로마트
60 P, 사과(무농약)/3입/팩/특/국산, 하나로마트
2140 P, 메론(무농약/레드퀸)/8kg/4수/박스/특/국산, 하나로마트
2420 P, 대추방울토마토(무농약)/5kg/박스/1번, 하나로마트
2420 P, 대추방울토마토(무농약)/5kg/박스/2번, 하나로마트
1950 P, 대추방울토마토(무농약)/5kg/박스/3번, 하나로마트
2920 P, 사과(저탄소/투명창)5kg/16내/박스/실속(상)/국산, 하나로마트
5850 P, 사과(저탄소)/5kg/13내/특/비닐창/국산, 하나로마트
370 P, 대추방울토마토(무농약/750g/팩/특)건강과일, 하나로마트
1260 P, 대봉시(저탄소)/6입/팩/특, 하나로마트
1130 P, 대봉시(저탄소)/4입/팩/특, 하나로마트
2450 P, 사과(저탄소)/2.5kg/10내/박스/특/국산, 하나로마트
870 P, 오렌지(저탄소/레드향)/1kg/봉지/특, 하나로마트
640 P, 단감(저탄소)/10내/봉지/특, 하나로마트
1260 P, 황금향(저탄소)/1.5kg/박스/특, 하나로마트
3470 P, 배(저탄소)/5kg/박스/상, 하나로마트
760 P, 반시감(저탄소)/6입내/팩/특, 하나로마트
10330 P, 사과(저탄소/로컬형)/5kg/13내/박스, 하나로마트
50 P, 담백한 베지밀 에이, 정식품
290 P, 친환경 감자 800g, 이마트
290 P, 친환경 당근 650g, 이마트
70 P, 친환경 혼합상추 100g, 이마트
140 P, 친환경 실속 양배추, 이마트
490 P, 친환경 생블루베리(200g/팩), 이마트
240 P, 친환경 실속 양배추(통), 이마트
90 P, 무농약 모둠쌈, 이마트
140 P, 무농약 구이용 갈색양송이(팩), 이마트
60 P, 무농약 꽃상추 100g, 이마트
140 P, 친환경 혼합상추 150g, 이마트
60 P, 무농약 청상추 100g, 이마트
240 P, 친환경 쌈모듬300g, 이마트
140 P, 친환경 반반샐러드(팩), 이마트
190 P, 친환경알배기(봉), 이마트
120 P, 유기농추부깻잎&적상추, 이마트
190 P, 유기농제스프리그린키위(팩), 이마트
340 P, 친환경 건고사리(봉), 이마트
140 P, 친환경 호박말랭이(봉), 이마트
150 P, 친환경 무말랭이(봉), 이마트
20 P, 유기농 제스프리 썬골드키위(팩), 이마트
10470 P, 저탄소인증 배세트(12입내), 이마트
170 P, 친환경깐양파, 이마트
890 P, 무농약 수박(7kg 이상/통), 이마트
90 P, 친환경 애호박, 이마트
340 P, 친환경 캠벨포도(700g/팩), 이마트
80 P, 친환경 청상추, 이마트
140 P, 친환경 적상추, 이마트
360 P, (국산의힘)유기농 제주 참다래(4~6입*2팩), 이마트
170 P, 친환경 깐마늘 150g, 이마트
390 P, 친환경 방울토마토 기획(500g*2), 이마트
110 P, 무농약 컬러 샐러드 80g, 이마트
10 %, 선인장/다육식물류-선인장, 로컬푸드 직매장
10 %, 국내산육류-돈육, 로컬푸드 직매장
10 %, 국내산육류-젖소, 로컬푸드 직매장
10 %, 생축(가축)류-오리, 로컬푸드 직매장
10 %, 생축(가축)류-육용계(닭), 로컬푸드 직매장
10 %, 생축(가축)류-한우, 로컬푸드 직매장
10 %, 임산부산물-수엽류, 로컬푸드 직매장
10 %, 목재류-무늬목, 로컬푸드 직매장
10 %, 수목류-낙엽교목류, 로컬푸드 직매장
10 %, 수목류-낙엽관목류, 로컬푸드 직매장
10 %, 산림종묘-분재류, 로컬푸드 직매장
10 %, 산림종묘-묘목, 로컬푸드 직매장
10 %, 산림종묘-종자, 로컬푸드 직매장
10 %, 기타화훼-기타, 로컬푸드 직매장
10 %, 기타화훼-야생화, 로컬푸드 직매장
10 %, 기타화훼-허브, 로컬푸드 직매장
10 %, 관엽식물류-기타, 로컬푸드 직매장
10 %, 관엽식물류-야생화, 로컬푸드 직매장
10 %, 국내산육류-닭고기, 로컬푸드 직매장
10 %, 국내산육류-오리고기, 로컬푸드 직매장
10 %, 축산가공-육가공품, 로컬푸드 직매장
10 %, 농림가공-기타, 로컬푸드 직매장
10 %, 농림가공-건강보조식품, 로컬푸드 직매장
10 %, 농림가공-기타식품, 로컬푸드 직매장
10 %, 농림가공-곡물제조, 로컬푸드 직매장
10 %, 농림가공-유지, 로컬푸드 직매장
10 %, 농림가공-절임식품, 로컬푸드 직매장
10 %, 농림가공-주스, 로컬푸드 직매장
10 %, 건제품-양태(장대), 로컬푸드 직매장
10 %, 건제품-멸치, 로컬푸드 직매장
10 %, 신선 해조류-비단풀, 로컬푸드 직매장
10 %, 초화류-코스모스, 로컬푸드 직매장
10 %, 초화류-캄파뉼라, 로컬푸드 직매장
10 %, 초화류-제라늄, 로컬푸드 직매장
10 %, 초화류-여주, 로컬푸드 직매장
10 %, 초화류-수세미, 로컬푸드 직매장
10 %, 초화류-봉선화, 로컬푸드 직매장
10 %, 초화류-백일홍, 로컬푸드 직매장
10 %, 초화류-메리골드, 로컬푸드 직매장
10 %, 초화류-리시안서스, 로컬푸드 직매장
10 %, 초화류-로단세, 로컬푸드 직매장
10 %, 초화류-가자니아, 로컬푸드 직매장
10 %, 화목류-철쭉, 로컬푸드 직매장
10 %, 화목류-쟈스민, 로컬푸드 직매장
10 %, 화목류-장미(기타), 로컬푸드 직매장
10 %, 화목류-장미(스탠다드), 로컬푸드 직매장
10 %, 화목류-수국, 로컬푸드 직매장
10 %, 화목류-라일락, 로컬푸드 직매장
10 %, 화목류-등나무, 로컬푸드 직매장
10 %, 화목류-동백나무, 로컬푸드 직매장
10 %, 화목류-개나리, 로컬푸드 직매장
10 %, 약용작물류-결명자, 로컬푸드 직매장
10 %, 약용작물류-용담, 로컬푸드 직매장
10 %, 농산물종자류-쌀보리종자, 로컬푸드 직매장
10 %, 농산물종자류-벼종자, 로컬푸드 직매장
10 %, 농산물종자류-토마토종자, 로컬푸드 직매장
10 %, 산채류-기타, 로컬푸드 직매장
10 %, 산채류-개망초나물, 로컬푸드 직매장
10 %, 산채류-엉겅퀴, 로컬푸드 직매장
10 %, 산채류-삼나물, 로컬푸드 직매장
10 %, 산채류-새싹, 로컬푸드 직매장
10 %, 산채류-솔잎, 로컬푸드 직매장
10 %, 산채류-방풍나물, 로컬푸드 직매장
390 P, [산지직송]유기농밤, 초록마을
190 P, 무농약이상_오이, 초록마을
770 P, 유기농적두, 초록마을
340 P, 무농약이상_파프리카, 초록마을
560 P, 유기농발아흑미, 초록마을
820 P, 국산 통호두(무농약/90g), 올가홀푸드
650 P, 국산 볶은 해바라기씨(무농약/130g), 올가홀푸드
400 P, 국산 바삭대추스낵(무농약/60g), 올가홀푸드
140 P, 맘스케어 유기농 까까 별과자 40g, 이마트
140 P, 맘스케어 유기농 까까 오리지날 [43g], 프로엠
70 P, 유기농 까까 별과자 13g, 올가홀푸드
70 P, 유기농 까까 곡물과자 13g, 올가홀푸드
70 P, 유기농 까까 햇님과자, 이마트
290 P, 유기농 까까 블랙 43g, 올가홀푸드
290 P, 맘스케유 유기농 까까 곡물과자 [40g], 프로엠
60 P, 무농약콩나물, 초록마을
3700 P, 가족사랑유기농견과세트1호, 초록마을
640 P, 오븐에구운유기농호두강정, 초록마을
970 P, [기획]오븐에구운유기농아몬드크리스피, 초록마을
320 P, 오븐에구운유기농아몬드크리스피, 초록마을
220 P, 유기농 애플콘(50g), 올가홀푸드
220 P, 유기농 바나나콘(50g), 올가홀푸드
220 P, 유기농 아몬드콘(50g), 올가홀푸드
220 P, 유기농 어니언콘(50g), 올가홀푸드
490 P, 유기농솔티드캐슈넛, 초록마을
540 P, 유기농솔티드아몬드, 초록마을
400 P, 유기농코코캐슈넛, 초록마을
640 P, 유기농구운아몬드, 초록마을
550 P, 고스락 유기농 발아현미식초 300ml, 이마트
490 P, 고스락 유기농 양파식초 300ml, 이마트
1190 P, 유기농호두가득혼합견과, 초록마을
1240 P, 에코띠끄 오렌지오일 주방세제 500ml, 에코띠끄코리아
4620 P, 닥터카펫 4L, 퍼펙트코리아
820 P, 닥터카펫 600mL, 퍼펙트코리아
10720 P, 차차차 10L, 퍼펙트코리아
820 P, 차차차 600mL, 퍼펙트코리아
10720 P, 보트청소 10L, 퍼펙트코리아
820 P, 보트청소 600mL, 퍼펙트코리아
10720 P, 주방청소 10L, 퍼펙트코리아
820 P, 주방청소 600mL, 퍼펙트코리아
10720 P, 친환경 빌청소 10kg, 퍼펙트코리아
820 P, 친환경 빌청소 600g, 퍼펙트코리아
10720 P, 친환경 토토미 10kg, 퍼펙트코리아
820 P, 친환경 토토미 600g, 퍼펙트코리아
510 P, 5색영양밥(유기농/800g), 올가홀푸드
740 P, 정월대보름 오곡밥(유기농/800g), 올가홀푸드
140 P, [친환경2봉]시금치(친환경/200g), 올가홀푸드
3950 P, [산지]복분자(무농약/3kg), 올가홀푸드
340 P, [친환경]백미찹쌀(유기농/1kg), 올가홀푸드
590 P, 활성흑미(유기농/1kg), 올가홀푸드
420 P, 활성 현미(유기농/1kg), 올가홀푸드
1440 P, 유기농 황설탕 5kg, 올가홀푸드
590 P, 올가 발아 현미찹쌀(유기농/1kg), 올가홀푸드
180 P, 깐마늘(친환경/150g), 올가홀푸드
740 P, 판매]토마토(무농약 이상/1.5kg)*2박스, 올가홀푸드
240 P, [친환경]반반이햇수미감자(친환경/2kg), 올가홀푸드
